SmartBroom Sweep
Ouput format;1
SweepID;22256332-D8E1-460C-882C-0C4A995B200D
Sweep units;Metric
SmartBroom name;SMARTBROOM LCK
SmartBroom serial;202107-25
SmartBroom hardware;1.0
SmartBroom firmware;1.1.1
Sweeper;Magnus LL
Notes;Pilot
Sweep start;2021-11-17 - 19:53

Date;Time (s);Push force (kg);Pull force (kg);Frequency (Hz);SPI;Temperature (ºC);Voltage (V);SOC (%);RSSI (db);;
2021-11-17 - 20:00;406.00;25.8;8.6;4.2;1099;17.8;3.8;39;-68;0;0.0;
2021-11-17 - 20:00;406.50;28.2;6.8;4.5;1177;17.8;3.8;39;-67;0;0.0;
2021-11-17 - 20:00;407.00;28.8;6.1;4.4;1021;17.8;3.8;39;-67;0;0.0;
2021-11-17 - 20:00;407.50;28.2;5.6;4.1;880;17.8;3.8;39;-70;0;0.0;
2021-11-17 - 20:00;408.00;24.7;7.6;4.7;1125;17.8;3.8;39;-70;0;0.0;
2021-11-17 - 20:00;408.50;26.4;6.3;4.5;979;17.8;3.8;39;-60;0;0.0;
2021-11-17 - 20:00;409.00;25.7;5.4;4.2;806;17.8;3.8;39;-60;0;0.0;
2021-11-17 - 20:00;409.50;26.3;5.0;4.0;825;17.8;3.8;39;-63;0;0.0;
2021-11-17 - 20:00;410.00;20.0;9.6;4.9;1110;17.8;3.8;40;-63;0;0.0;
2021-11-17 - 20:00;410.50;22.5;7.8;5.0;1114;17.8;3.8;40;-60;0;0.0;
2021-11-17 - 20:00;411.00;22.2;5.9;4.6;760;17.8;3.8;40;-69;0;0.0;
2021-11-17 - 20:00;411.50;22.9;7.5;4.3;889;17.8;3.8;40;-69;0;0.0;
2021-11-17 - 20:00;412.00;20.4;9.9;4.8;1101;17.8;3.8;40;-61;0;0.0;
2021-11-17 - 20:00;412.50;21.7;6.4;4.5;768;17.8;3.8;40;-61;0;0.0;
2021-11-17 - 20:00;413.00;18.4;9.7;4.5;887;17.8;3.8;40;-61;0;0.0;
2021-11-17 - 20:00;413.50;23.4;7.4;4.5;1026;17.8;3.8;40;-61;0;0.0;
2021-11-17 - 20:00;414.00;22.7;5.7;4.3;742;17.8;3.8;40;-55;0;0.0;
2021-11-17 - 20:00;414.50;21.9;4.8;4.1;680;17.8;3.8;40;-55;0;0.0;
2021-11-17 - 20:00;415.00;18.8;6.1;4.7;837;17.8;3.8;40;-59;0;0.0;
2021-11-17 - 20:00;415.50;0.0;0.0;0.0;0;17.8;3.8;40;-59;0;0.0;
2021-11-17 - 20:01;451.50;0.0;0.0;0.0;0;18.0;3.7;38;-65;0;0.0;
2021-11-17 - 20:01;452.00;24.5;3.0;5.9;1124;18.0;3.7;38;-64;0;0.0;
2021-11-17 - 20:01;452.50;32.6;3.2;5.4;1475;18.0;3.7;38;-64;0;0.0;
2021-11-17 - 20:01;453.00;35.0;3.6;4.9;1265;18.0;3.7;38;-55;0;0.0;
2021-11-17 - 20:01;453.50;35.8;8.1;4.6;1437;18.0;3.7;38;-55;0;0.0;
2021-11-17 - 20:01;454.00;37.6;7.3;4.3;1319;18.0;3.7;38;-60;0;0.0;
2021-11-17 - 20:01;454.50;38.3;6.9;4.2;1305;18.0;3.7;38;-60;0;0.0;
2021-11-17 - 20:01;455.00;38.4;6.4;4.2;1271;18.0;3.7;38;-57;0;0.0;
2021-11-17 - 20:01;455.50;39.2;6.2;4.1;1301;18.0;3.8;39;-57;0;0.0;
2021-11-17 - 20:01;456.00;36.9;5.9;4.1;1114;18.0;3.8;39;-62;0;0.0;
2021-11-17 - 20:01;456.50;35.7;6.2;4.0;1130;18.0;3.8;39;-62;0;0.0;
2021-11-17 - 20:01;457.00;33.8;6.1;4.0;1047;18.0;3.8;39;-62;0;0.0;
2021-11-17 - 20:01;457.50;32.4;6.0;4.0;1002;18.0;3.8;39;-62;0;0.0;
2021-11-17 - 20:01;458.00;33.5;5.8;4.0;1104;18.0;3.8;39;-66;0;0.0;
2021-11-17 - 20:01;458.50;33.7;5.4;4.0;1076;18.0;3.8;39;-59;0;0.0;
2021-11-17 - 20:01;459.00;28.4;9.2;4.7;1350;18.0;3.8;39;-59;0;0.0;
2021-11-17 - 20:01;459.50;28.4;7.6;4.6;1088;18.0;3.8;39;-58;0;0.0;
2021-11-17 - 20:01;460.00;28.0;6.3;4.4;958;18.0;3.8;39;-58;0;0.0;
2021-11-17 - 20:01;460.50;28.0;5.4;4.2;916;18.0;3.8;39;-64;0;0.0;
2021-11-17 - 20:01;461.00;28.7;4.7;4.1;925;18.0;3.8;39;-64;0;0.0;
2021-11-17 - 20:01;461.50;24.9;9.2;4.7;1267;18.0;3.8;39;-63;0;0.0;
2021-11-17 - 20:01;462.00;27.4;6.8;4.6;1074;18.0;3.8;39;-63;0;0.0;
2021-11-17 - 20:01;462.50;26.2;5.7;4.4;870;18.0;3.8;39;-59;0;0.0;
2021-11-17 - 20:01;463.00;26.4;4.8;4.2;847;18.0;3.8;39;-59;0;0.0;
2021-11-17 - 20:01;463.50;26.7;4.7;4.1;858;18.0;3.8;39;-62;0;0.0;
2021-11-17 - 20:01;464.00;26.6;4.3;4.0;821;18.1;3.8;40;-62;0;0.0;
2021-11-17 - 20:01;464.50;29.0;4.9;3.9;983;18.1;3.8;40;-59;0;0.0;
2021-11-17 - 20:01;465.00;28.8;5.5;3.8;894;18.1;3.8;40;-58;0;0.0;
2021-11-17 - 20:01;465.50;28.4;6.0;3.8;903;18.1;3.8;40;-58;0;0.0;
2021-11-17 - 20:01;466.00;26.9;5.7;3.8;798;18.1;3.8;40;-58;0;0.0;
2021-11-17 - 20:01;466.50;25.7;5.1;3.7;749;18.1;3.8;40;-58;0;0.0;
2021-11-17 - 20:01;467.00;25.9;5.0;3.7;802;18.1;3.8;40;-65;0;0.0;
2021-11-17 - 20:01;467.50;27.4;5.0;3.8;886;18.1;3.8;40;-65;0;0.0;
2021-11-17 - 20:01;468.00;27.0;5.3;3.7;808;18.1;3.8;40;-61;0;0.0;
2021-11-17 - 20:01;468.50;28.0;4.4;3.7;837;18.1;3.8;40;-61;0;0.0;
2021-11-17 - 20:01;469.00;27.2;4.7;3.8;838;18.1;3.8;40;-83;0;0.0;
2021-11-17 - 20:01;469.50;26.1;3.3;3.8;723;18.1;3.8;40;-83;0;0.0;
2021-11-17 - 20:01;470.00;25.3;2.7;3.8;715;18.1;3.8;40;-64;0;0.0;
2021-11-17 - 20:01;470.50;22.6;2.8;3.9;624;18.1;3.8;40;-64;0;0.0;
2021-11-17 - 20:02;471.00;0.0;0.0;0.0;0;18.1;3.8;40;-48;0;0.0;
2021-11-17 - 20:02;505.50;0.0;0.0;0.0;0;18.2;3.7;38;-69;0;0.0;
2021-11-17 - 20:02;506.00;20.5;0.0;5.9;833;18.2;3.7;38;-64;0;0.0;
2021-11-17 - 20:02;506.50;27.2;9.3;5.4;1502;18.2;3.7;38;-64;0;0.0;
2021-11-17 - 20:02;507.00;32.4;7.7;5.0;1369;18.2;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;507.50;34.9;8.1;4.7;1391;18.2;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;508.00;38.0;7.3;4.4;1382;18.2;3.7;38;-65;0;0.0;
2021-11-17 - 20:02;508.50;38.5;7.6;4.3;1354;18.3;3.7;38;-65;0;0.0;
2021-11-17 - 20:02;509.00;37.7;8.1;4.2;1286;18.3;3.7;38;-80;0;0.0;
2021-11-17 - 20:02;509.50;37.4;8.0;4.1;1254;18.3;3.7;38;-80;0;0.0;
2021-11-17 - 20:02;510.00;37.2;8.5;4.0;1257;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;510.50;34.8;8.0;4.0;1099;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;511.00;35.7;8.5;4.0;1252;18.3;3.7;38;-63;0;0.0;
2021-11-17 - 20:02;511.50;36.1;7.8;4.0;1192;18.3;3.7;38;-63;0;0.0;
2021-11-17 - 20:02;512.00;36.0;6.1;4.0;1105;18.3;3.7;38;-63;0;0.0;
2021-11-17 - 20:02;512.50;34.3;6.3;4.0;1081;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;513.00;32.4;7.2;4.0;1062;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;513.50;30.4;7.1;3.9;960;18.3;3.7;38;-65;0;0.0;
2021-11-17 - 20:02;514.00;32.7;6.5;3.9;1116;18.3;3.7;38;-65;0;0.0;
2021-11-17 - 20:02;514.50;31.9;7.0;3.8;1011;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;515.00;29.2;6.5;3.8;853;18.3;3.7;38;-67;0;0.0;
2021-11-17 - 20:02;515.50;29.1;6.0;3.8;928;18.3;3.7;38;-71;0;0.0;
2021-11-17 - 20:02;516.00;29.5;6.2;3.8;977;18.3;3.7;38;-71;0;0.0;
2021-11-17 - 20:02;516.50;29.8;4.9;3.8;889;18.3;3.7;38;-61;0;0.0;
2021-11-17 - 20:02;517.00;28.6;5.2;3.8;877;18.3;3.7;38;-61;0;0.0;
2021-11-17 - 20:02;517.50;26.8;5.8;3.8;830;18.3;3.8;39;-60;0;0.0;
2021-11-17 - 20:02;518.00;27.4;4.9;3.8;854;18.3;3.8;39;-60;0;0.0;
2021-11-17 - 20:02;518.50;27.2;5.0;3.8;844;18.3;3.8;39;-66;0;0.0;
2021-11-17 - 20:02;519.00;26.4;5.0;3.8;798;18.3;3.8;39;-66;0;0.0;
2021-11-17 - 20:02;519.50;25.4;5.2;3.8;786;18.3;3.8;39;-58;0;0.0;
2021-11-17 - 20:02;520.00;24.5;5.6;3.8;772;18.3;3.8;39;-65;0;0.0;
2021-11-17 - 20:02;520.50;25.0;6.6;3.7;841;18.3;3.8;39;-65;0;0.0;
2021-11-17 - 20:02;521.00;24.5;5.3;3.7;721;18.3;3.8;39;-64;0;0.0;
2021-11-17 - 20:02;521.50;23.7;4.9;3.7;711;18.3;3.8;39;-64;0;0.0;
2021-11-17 - 20:02;522.00;23.4;4.9;3.7;717;18.3;3.8;39;-59;0;0.0;
2021-11-17 - 20:02;522.50;24.4;5.2;3.7;784;18.3;3.8;39;-59;0;0.0;
2021-11-17 - 20:02;523.00;24.2;4.6;3.7;735;18.3;3.8;39;-86;0;0.0;
2021-11-17 - 20:02;523.50;20.8;7.5;4.0;827;18.3;3.8;39;-86;0;0.0;
2021-11-17 - 20:03;524.00;19.4;7.8;4.3;818;18.3;3.8;39;-64;0;0.0;
2021-11-17 - 20:03;524.50;0.0;0.0;0.0;0;18.3;3.8;39;-64;0;0.0;
2021-11-17 - 20:03;571.00;0.0;0.0;0.0;0;18.5;3.7;38;-86;0;0.0;
