SmartBroom Sweep
Ouput format;1
SweepID;6AD38273-A041-4188-B36E-296E1E220BEF
Sweep units;Metric
SmartBroom name;SMARTBROOM LCK
SmartBroom serial;202107-25
SmartBroom hardware;1.0
SmartBroom firmware;1.1.1
Sweeper;Magnus N
Notes;Pilot
Sweep start;2021-11-18 - 09:51

Date;Time (s);Push force (kg);Pull force (kg);Frequency (Hz);SPI;Temperature (ºC);Voltage (V);SOC (%);RSSI (db);;
2021-11-18 - 09:59;393.00;71.9;4.8;3.5;1949;17.4;3.9;63;-74;0;0.0;
2021-11-18 - 09:59;393.50;71.2;7.2;3.4;1850;17.4;3.9;63;-69;0;0.0;
2021-11-18 - 09:59;394.00;68.6;7.6;3.4;1711;17.4;3.9;63;-69;0;0.0;
2021-11-18 - 09:59;394.50;64.8;10.8;3.3;1704;17.4;3.9;63;-65;0;0.0;
2021-11-18 - 09:59;395.00;67.4;10.9;3.3;1835;17.4;3.9;63;-65;0;0.0;
2021-11-18 - 09:59;395.50;66.9;12.4;3.2;1773;17.4;3.9;63;-67;0;0.0;
2021-11-18 - 09:59;396.00;68.5;10.2;3.2;1699;17.4;3.9;63;-67;0;0.0;
2021-11-18 - 09:59;396.50;66.2;9.1;3.1;1528;17.4;3.9;63;-68;0;0.0;
2021-11-18 - 09:59;397.00;63.6;9.1;3.1;1503;17.4;3.9;63;-68;0;0.0;
2021-11-18 - 09:59;397.50;59.0;22.0;3.0;1805;17.4;3.9;63;-84;0;0.0;
2021-11-18 - 09:59;398.00;0.0;0.0;0.0;0;17.4;3.9;63;-55;0;0.0;
2021-11-18 - 09:59;399.50;0.0;0.0;0.0;0;17.4;3.9;63;-60;0;0.0;
2021-11-18 - 09:59;433.00;0.0;0.0;0.0;0;17.5;3.9;62;-65;0;0.0;
2021-11-18 - 09:59;433.50;21.0;3.0;0.0;0;17.5;3.9;62;-65;0;0.0;
2021-11-18 - 09:59;434.00;36.0;6.2;4.2;1774;17.5;3.9;62;-80;0;0.0;
2021-11-18 - 09:59;434.50;45.8;9.1;4.1;1875;17.5;3.9;62;-80;0;0.0;
2021-11-18 - 09:59;435.00;57.9;8.3;4.0;2029;17.5;3.9;62;-61;0;0.0;
2021-11-18 - 09:59;435.50;61.2;6.9;3.9;1909;17.5;3.9;62;-61;0;0.0;
2021-11-18 - 09:59;436.00;63.8;6.0;3.9;1894;17.5;3.9;62;-69;0;0.0;
2021-11-18 - 09:59;436.50;58.7;8.0;3.9;1728;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;437.00;54.1;13.2;3.8;1805;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;437.50;55.5;11.9;3.9;1824;17.5;3.9;62;-80;0;0.0;
2021-11-18 - 10:00;438.00;54.0;10.9;3.8;1632;17.5;3.9;62;-80;0;0.0;
2021-11-18 - 10:00;438.50;50.5;11.2;3.8;1510;17.5;3.9;62;-74;0;0.0;
2021-11-18 - 10:00;439.00;47.5;10.8;3.6;1349;17.5;3.9;62;-74;0;0.0;
2021-11-18 - 10:00;439.50;48.2;10.4;3.6;1427;17.5;3.9;62;-66;0;0.0;
2021-11-18 - 10:00;440.00;45.4;11.2;3.5;1297;17.5;3.9;62;-66;0;0.0;
2021-11-18 - 10:00;440.50;47.2;9.6;3.6;1426;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;441.00;54.6;7.8;3.6;1746;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;441.50;52.5;8.7;3.7;1595;17.5;3.9;62;-66;0;0.0;
2021-11-18 - 10:00;442.00;53.5;8.8;3.8;1683;17.5;3.9;62;-66;0;0.0;
2021-11-18 - 10:00;442.50;54.5;8.7;3.7;1649;17.5;3.9;62;-72;0;0.0;
2021-11-18 - 10:00;443.00;52.5;11.3;3.6;1584;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;443.50;57.0;10.2;3.6;1719;17.5;3.9;62;-70;0;0.0;
2021-11-18 - 10:00;444.00;60.5;8.8;3.6;1773;17.5;3.9;62;-75;0;0.0;
2021-11-18 - 10:00;444.50;58.0;8.9;3.6;1612;17.5;3.9;62;-75;0;0.0;
2021-11-18 - 10:00;445.00;60.0;8.0;3.6;1697;17.5;3.9;62;-71;0;0.0;
2021-11-18 - 10:00;445.50;61.2;5.7;3.5;1610;17.5;3.9;62;-71;0;0.0;
2021-11-18 - 10:00;446.00;60.6;6.6;3.5;1645;17.5;3.9;63;-70;0;0.0;
2021-11-18 - 10:00;446.50;57.6;5.5;3.6;1479;17.5;3.9;63;-70;0;0.0;
2021-11-18 - 10:00;447.00;61.5;4.8;3.6;1709;17.5;3.9;63;-65;0;0.0;
2021-11-18 - 10:00;447.50;60.0;5.9;3.5;1559;17.5;3.9;63;-65;0;0.0;
2021-11-18 - 10:00;448.00;56.0;6.9;3.4;1406;17.5;3.9;63;-70;0;0.0;
2021-11-18 - 10:00;448.50;54.5;8.7;3.4;1504;17.5;3.9;63;-70;0;0.0;
2021-11-18 - 10:00;449.00;54.5;10.4;3.4;1526;17.5;3.9;63;-73;0;0.0;
2021-11-18 - 10:00;449.50;57.8;8.4;3.3;1525;17.5;3.9;63;-73;0;0.0;
2021-11-18 - 10:00;450.00;61.1;7.5;3.3;1615;17.5;3.9;63;-82;0;0.0;
2021-11-18 - 10:00;450.50;62.6;6.2;3.4;1645;17.5;3.9;63;-75;0;0.0;
2021-11-18 - 10:00;451.00;54.3;13.9;3.2;1441;17.5;3.9;63;-75;0;0.0;
2021-11-18 - 10:00;451.50;44.1;0.0;3.2;753;17.5;3.9;63;-76;0;0.0;
2021-11-18 - 10:00;452.00;0.0;0.0;0.0;0;17.5;3.9;63;-76;0;0.0;
2021-11-18 - 10:00;485.50;0.0;0.0;0.0;0;17.6;3.9;62;-64;0;0.0;
2021-11-18 - 10:00;486.00;0.0;2.0;0.0;0;17.6;3.9;62;-65;0;0.0;
2021-11-18 - 10:00;486.50;31.5;2.5;4.1;985;17.6;3.9;62;-63;0;0.0;
2021-11-18 - 10:00;487.00;41.0;3.8;4.1;1554;17.6;3.9;62;-63;0;0.0;
2021-11-18 - 10:00;487.50;43.5;7.5;4.2;1676;17.6;3.9;62;-64;0;0.0;
2021-11-18 - 10:00;488.00;50.5;9.3;4.1;1918;17.6;3.9;62;-64;0;0.0;
2021-11-18 - 10:00;488.50;60.8;8.4;4.0;2104;17.6;3.9;62;-72;0;0.0;
2021-11-18 - 10:00;489.00;61.1;7.4;4.0;1882;17.6;3.9;62;-72;0;0.0;
2021-11-18 - 10:00;489.50;62.8;5.7;3.9;1839;17.6;3.9;62;-69;0;0.0;
2021-11-18 - 10:01;490.00;60.4;4.6;3.9;1683;17.7;3.9;62;-69;0;0.0;
2021-11-18 - 10:01;490.50;61.0;3.0;4.0;1759;17.7;3.9;62;-79;0;0.0;
2021-11-18 - 10:01;491.00;58.7;4.0;4.0;1697;17.7;3.9;62;-79;0;0.0;
2021-11-18 - 10:01;491.50;57.6;4.8;3.9;1665;17.7;3.9;62;-67;0;0.0;
2021-11-18 - 10:01;492.00;56.5;7.1;3.8;1663;17.7;3.9;62;-67;0;0.0;
2021-11-18 - 10:01;492.50;56.8;9.1;3.8;1800;17.7;3.9;62;-70;0;0.0;
2021-11-18 - 10:01;493.00;57.6;10.8;3.8;1826;17.7;3.9;62;-70;0;0.0;
2021-11-18 - 10:01;493.50;57.1;10.9;3.7;1714;17.7;3.9;62;-63;0;0.0;
2021-11-18 - 10:01;494.00;58.8;10.4;3.8;1878;17.7;3.9;62;-63;0;0.0;
2021-11-18 - 10:01;494.50;59.9;9.2;3.8;1844;17.7;3.9;62;-65;0;0.0;
2021-11-18 - 10:01;495.00;61.9;8.6;3.9;1956;17.7;3.9;62;-71;0;0.0;
2021-11-18 - 10:01;495.50;63.2;9.3;3.8;1906;17.7;3.9;62;-71;0;0.0;
2021-11-18 - 10:01;496.00;60.6;9.9;3.7;1735;17.7;3.9;62;-72;0;0.0;
2021-11-18 - 10:01;496.50;61.0;9.9;3.6;1766;17.7;3.9;62;-72;0;0.0;
2021-11-18 - 10:01;497.00;62.5;9.7;3.6;1838;17.7;3.9;62;-73;0;0.0;
2021-11-18 - 10:01;497.50;65.0;7.9;3.6;1805;17.7;3.9;62;-73;0;0.0;
2021-11-18 - 10:01;498.00;64.0;6.9;3.6;1684;17.7;3.9;62;-69;0;0.0;
2021-11-18 - 10:01;498.50;60.0;8.7;3.6;1647;17.7;3.9;62;-69;0;0.0;
2021-11-18 - 10:01;499.00;54.5;11.6;3.6;1634;17.7;3.9;63;-69;0;0.0;
2021-11-18 - 10:01;499.50;54.8;11.8;3.6;1681;17.7;3.9;63;-69;0;0.0;
2021-11-18 - 10:01;500.00;59.1;9.9;3.6;1774;17.7;3.9;63;-77;0;0.0;
2021-11-18 - 10:01;500.50;46.6;11.7;3.5;1149;17.7;3.9;63;-77;0;0.0;
2021-11-18 - 10:01;501.00;45.5;8.1;3.4;1130;17.7;3.9;63;-70;0;0.0;
2021-11-18 - 10:01;501.50;51.8;7.5;3.4;1546;17.7;3.9;63;-70;0;0.0;
2021-11-18 - 10:01;502.00;57.6;7.0;3.5;1711;17.7;3.9;63;-71;0;0.0;
2021-11-18 - 10:01;502.50;58.1;6.0;3.6;1613;17.7;3.9;63;-71;0;0.0;
2021-11-18 - 10:01;503.00;54.0;9.0;3.6;1560;17.7;3.9;63;-71;0;0.0;
2021-11-18 - 10:01;503.50;46.8;10.5;3.5;1212;17.7;3.9;63;-69;0;0.0;
2021-11-18 - 10:01;504.00;0.0;0.0;0.0;0;17.7;3.9;63;-69;0;0.0;
2021-11-18 - 10:02;557.50;0.0;0.0;0.0;0;17.9;3.8;61;-60;0;0.0;
